pagenation,region,hpatitisc-incidence,heptitisc-ir,heptitisc-death,heptitisc-dr,heptitisb-incidence,heptitisb-death,heptitisb-ir,heptitisb-dr,hepatitise-incidence,hepatitise-death,hepatitise-ir,hepatitise-dr,hepatitisa-incidence,hepatitisa-death,hepatitisa-ir,hepatitisa-dr,hepatitis-incidence,hepatitis-death,hepatitis-ir,hepatitis-dr,hepatitisun-incidence,hepatitisun-death,hepatitisun-ir,hepatitisun-dr
4-Oct,重庆市,46,0.147,0,0,2896,1,9.2521,0.0032,5,0,0.016,0,290,2,0.9265,0.0064,3366,3,10.7536,0.0096,129,0,0.4121,0
14-Oct,全??? 国,16023,1.1824,10,0.0007,74393,23,5.4896,0.0017,1849,1,0.1364,0.0001,2644,0,0.1951,0,97289,34,7.1791,0.0025,2380,0,0.1756,0
14-May,黑龙江省,410,1.0691,0,0,944,0,2.4615,0,24,0,0.0626,0,27,0,0.0704,0,1479,0,3.8566,0,74,0,0.193,0
7-Sep,湖南省,225,0.3548,1,0.0016,2908,1,4.5853,0.0016,17,0,0.0268,0,160,0,0.2523,0,3475,2,5.4793,0.0032,165,0,0.2602,0
12-Sep,甘肃省,634,2.4725,1,0.0039,1490,2,5.8108,0.0078,14,0,0.0546,0,134,0,0.5226,0,2314,3,9.0243,0.0117,42,0,0.1638,0
6-Feb,新??? 疆,303,1.5075,1,0.005,2343,0,11.6567,0,5,0,0.0249,0,339,0,1.6866,0,3096,1,15.4029,0.005,106,0,0.5274,0
10-Jun,山西省,437,1.275,0,0,3374,0,9.8443,0,7,0,0.0204,0,38,0,0.1109,0,3985,0,11.627,0,129,0,0.3764,0
8-Sep,辽宁省,447,1.04,0,0,2116,0,4.9232,0,72,0,0.1675,0,90,0,0.2094,0,2895,0,6.7357,0,170,0,0.3955,0
5-Oct,海南省,20,0.2437,0,0,612,0,7.4573,0,1,0,0.0122,0,60,0,0.7311,0,728,0,8.8708,0,35,0,0.4265,0
10-Feb,河南省,1634,1.7224,0,0,10209,2,10.761,0.0021,43,0,0.0453,0,130,0,0.137,0,12100,2,12.7543,0.0021,84,0,0.0885,0
16-Feb,吉林省,449,1.6313,0,0,686,2,2.4924,0.0073,20,0,0.0727,0,19,0,0.069,0,1190,2,4.3235,0.0073,16,0,0.0581,0
15-Oct,吉林省,421,1.5296,0,0,734,1,2.6668,0.0036,21,0,0.0763,0,12,0,0.0436,0,1210,1,4.3962,0.0036,22,0,0.0799,0
10-Mar,云南省,530,1.1595,1,0.0022,1949,2,4.2638,0.0044,58,0,0.1269,0,175,0,0.3828,0,2746,3,6.0074,0.0066,34,0,0.0744,0
11-Jun,江西省,159,0.3568,0,0,3003,2,6.7381,0.0045,45,0,0.101,0,59,0,0.1324,0,3414,2,7.6603,0.0045,148,0,0.3321,0
4-Sep,贵州省,31,0.0811,0,0,1484,3,3.8818,0.0078,3,0,0.0078,0,485,1,1.2687,0.0026,2142,4,5.603,0.0105,139,0,0.3636,0
5-Dec,新??? 疆,198,0.9963,0,0,1840,4,9.2584,0.0201,5,0,0.0252,0,736,0,3.7033,0,2906,5,14.6222,0.0252,127,1,0.639,0.005
5-Aug,吉林省,261,0.9634,1,0.0037,1165,1,4.3004,0.0037,30,0,0.1107,0,101,0,0.3728,0,1707,3,6.3011,0.0111,150,1,0.5537,0.0037
13-Jul,天津市,41,0.2901,0,0,132,0,0.9341,0,5,0,0.0354,0,5,0,0.0354,0,191,0,1.3516,0,8,0,0.0566,0
14-Jun,北京市,72,0.3405,1,0.0047,137,6,0.6478,0.0284,31,0,0.1466,0,13,0,0.0615,0,256,7,1.2105,0.0331,3,0,0.0142,0
15-Oct,内蒙古,539,2.1519,0,0,1690,1,6.747,0.004,12,0,0.0479,0,11,0,0.0439,0,2255,1,9.0027,0.004,3,0,0.012,0
14-Aug,北京市,66,0.3121,1,0.0047,132,5,0.6242,0.0236,23,0,0.1088,0,13,0,0.0615,0,235,6,1.1112,0.0284,1,0,0.0047,0
12-Feb,福建省,244,0.6559,0,0,5572,2,14.9785,0.0054,153,0,0.4113,0,56,0,0.1505,0,6447,2,17.3306,0.0054,422,0,1.1344,0
6-Jan,河北省,138,0.2014,0,0,4069,2,5.9393,0.0029,91,0,0.1328,0,131,0,0.1912,0,4623,2,6.7479,0.0029,194,0,0.2832,0
10-Jul,陕西省,356,0.9438,0,0,2448,2,6.4899,0.0053,19,0,0.0504,0,54,0,0.1432,0,2967,2,7.8659,0.0053,90,0,0.2386,0
15-Jul,湖南省,1109,1.6461,1,0.0015,4782,0,7.0979,0,86,0,0.1276,0,50,0,0.0742,0,6173,1,9.1625,0.0015,146,0,0.2167,0
10-Sep,安徽省,223,0.3637,0,0,2329,5,3.7987,0.0082,65,0,0.106,0,66,0,0.1076,0,2847,5,4.6436,0.0082,164,0,0.2675,0
7-Nov,黑龙江省,340,0.8894,1,0.0026,1941,0,5.0772,0,54,0,0.1413,0,44,0,0.1151,0,2543,1,6.6518,0.0026,164,0,0.429,0
12-Mar,山西省,702,1.9536,0,0,5309,0,14.7748,0,71,0,0.1976,0,72,0,0.2004,0,6258,0,17.4158,0,104,0,0.2894,0
16-May,浙江省,197,0.3577,0,0,1268,0,2.3021,0,179,0,0.325,0,36,0,0.0654,0,1808,1,3.2825,0.0018,123,1,0.2233,0.0018
9-Mar,西??? 藏,1,0.0348,0,0,42,0,1.4634,0,0,0,0,0,45,0,1.568,0,89,0,3.1011,0,1,0,0.0348,0
10-Nov,重庆市,211,0.738,0,0,1226,1,4.2882,0.0035,31,0,0.1084,0,78,0,0.2728,0,1609,1,5.6278,0.0035,63,0,0.2204,0
4-Jul,上海市,16,0.1196,0,0,284,0,2.1226,0,36,0,0.2691,0,42,0,0.3139,0,772,0,5.7698,0,394,0,2.9447,0
8-Mar,全??? 国,10201,0.772,10,0.0008,111830,72,8.4637,0.0054,2726,3,0.2063,0.0002,5505,2,0.4166,0.0002,135739,88,10.2732,0.0067,5477,1,0.4145,0.0001
7-Dec,建设兵团,56,2.171,0,0,241,0,9.3431,0,2,0,0.0775,0,46,0,1.7833,0,358,0,13.879,0,13,0,0.504,0
6-Jan,建设兵团,25,0.9729,0,0,295,2,11.4797,0.0778,0,0,0,0,24,0,0.9339,0,358,2,13.9313,0.0778,14,0,0.5448,0
16-May,广??? 西,949,1.9962,0,0,3885,0,8.1721,0,165,0,0.3471,0,52,0,0.1094,0,5172,0,10.8793,0,120,0,0.2524,0
13-Apr,安徽省,431,0.7198,0,0,3256,1,5.4375,0.0017,215,0,0.3591,0,63,0,0.1052,0,4183,1,6.9856,0.0017,218,0,0.3641,0
6-Jan,贵州省,46,0.1233,0,0,1754,0,4.7024,0,5,0,0.0134,0,232,0,0.622,0,2131,0,5.7131,0,94,0,0.252,0
10-May,西??? 藏,0,0,0,0,27,0,0.931,0,0,0,0,0,9,0,0.3103,0,36,0,1.2413,0,0,0,0,0
12-Feb,黑龙江省,582,1.518,1,0.0026,1533,1,3.9984,0.0026,45,0,0.1174,0,36,0,0.0939,0,2300,2,5.999,0.0052,104,0,0.2713,0
9-Jul,江西省,112,0.2545,0,0,3296,6,7.4909,0.0136,28,0,0.0636,0,89,0,0.2023,0,3681,6,8.3659,0.0136,156,0,0.3545,0
10-Jun,江苏省,168,0.2175,0,0,1069,0,1.3838,0,249,0,0.3223,0,74,0,0.0958,0,1797,1,2.3262,0.0013,237,1,0.3068,0.0013
10-May,天津市,30,0.2443,0,0,191,1,1.5552,0.0081,19,0,0.1547,0,1,0,0.0081,0,263,1,2.1414,0.0081,22,0,0.1791,0
5-Mar,湖北省,130,0.2284,0,0,5392,10,9.4719,0.0176,111,2,0.195,0.0035,306,0,0.5375,0,6351,12,11.1565,0.0211,412,0,0.7237,0
12-Oct,新疆,708,3.2055,1,0.0045,2905,1,13.1525,0.0045,33,1,0.1494,0.0045,227,0,1.0278,0,3910,3,17.7027,0.0136,37,0,0.1675,0
12-Mar,山东省,244,0.2532,1,0.001,3376,0,3.5031,0,207,1,0.2148,0.001,42,0,0.0436,0,4035,3,4.1869,0.0031,166,1,0.1722,0.001
4-Aug,青海省,32,0.5931,0,0,841,2,15.5867,0.0371,2,0,0.0371,0,80,0,1.4827,0,977,2,18.1072,0.0371,22,0,0.4077,0
4-Feb,福建省,31,0.0862,0,0,2985,1,8.3018,0.0028,72,0,0.2002,0,228,0,0.6341,0,3939,1,10.9551,0.0028,623,0,1.7327,0
14-May,河南省,2548,2.7068,0,0,5633,0,5.9841,0,52,0,0.0552,0,71,0,0.0754,0,8374,0,8.8959,0,70,0,0.0744,0
11-Feb,江西省,120,0.2693,0,0,2640,2,5.9236,0.0045,85,0,0.1907,0,39,0,0.0875,0,3022,3,6.7807,0.0067,138,1,0.3096,0.0022
5-Jul,山西省,197,0.5907,0,0,3003,2,9.0047,0.006,11,0,0.033,0,171,1,0.5128,0.003,3486,3,10.453,0.009,104,0,0.3119,0
13-Aug,广??? 西,784,1.6745,0,0,3569,3,7.6228,0.0064,92,0,0.1965,0,63,0,0.1346,0,4713,3,10.0662,0.0064,205,0,0.4378,0
9-Jul,贵州省,223,0.5886,1,0.0026,3249,0,8.5754,0,17,0,0.0449,0,412,0,1.0874,0,4009,1,10.5814,0.0026,108,0,0.2851,0
5-Oct,湖北省,156,0.274,0,0,4561,6,8.0121,0.0105,86,0,0.1511,0,197,0,0.3461,0,5252,6,9.226,0.0105,252,0,0.4427,0
5-Jul,浙江省,68,0.1395,0,0,3392,0,6.96,0,103,0,0.2113,0,192,0,0.394,0,4229,1,8.6775,0.0021,474,1,0.9726,0.0021
8-Aug,贵州省,167,0.4439,0,0,2883,4,7.6635,0.0106,8,0,0.0213,0,493,0,1.3105,0,3683,4,9.79,0.0106,132,0,0.3509,0
5-Nov,重庆市,47,0.1685,0,0,2342,0,8.3954,0,2,0,0.0072,0,210,0,0.7528,0,2695,0,9.6608,0,94,0,0.337,0
13-Jul,山西省,795,2.2017,0,0,4392,0,12.1634,0,56,0,0.1551,0,108,0,0.2991,0,5441,0,15.0686,0,90,0,0.2493,0
4-Feb,天津市,22,0.2367,0,0,228,0,2.4535,0,71,0,0.764,0,16,0,0.1722,0,426,0,4.5842,0,89,0,0.9577,0
8-Nov,北京市,130,0.7961,1,0.0061,305,10,1.8677,0.0612,29,0,0.1776,0,10,0,0.0612,0,495,11,3.0312,0.0674,21,0,0.1286,0
14-Jun,安徽省,403,0.6683,0,0,2709,1,4.4927,0.0017,103,0,0.1708,0,62,0,0.1028,0,3469,1,5.7531,0.0017,192,0,0.3184,0
15-Apr,福建省,244,0.6411,0,0,3984,1,10.4677,0.0026,127,0,0.3337,0,51,0,0.134,0,4626,1,12.1545,0.0026,220,0,0.578,0
11-Sep,四川省,615,0.7648,0,0,4265,7,5.3035,0.0087,64,0,0.0796,0,293,0,0.3643,0,5452,7,6.7796,0.0087,215,0,0.2674,0
15-Dec,全??? 国,16684,1.2245,6,0.0004,71067,32,5.2161,0.0023,2327,2,0.1708,0.0001,1808,1,0.1327,0.0001,93722,41,6.8788,0.003,1836,0,0.1348,0
15-Oct,云南省,707,1.4998,2,0.0042,1413,1,2.9975,0.0021,122,0,0.2588,0,104,0,0.2206,0,2352,3,4.9895,0.0064,6,0,0.0127,0
10-Jun,上海市,35,0.1822,0,0,369,4,1.9209,0.0208,33,1,0.1718,0.0052,8,0,0.0416,0,470,5,2.4466,0.026,25,0,0.1301,0
11-Nov,甘肃省,712,2.7839,0,0,4161,1,16.2697,0.0039,14,0,0.0547,0,360,0,1.4076,0,5307,1,20.7506,0.0039,60,0,0.2346,0
14-Sep,海南省,199,2.2228,0,0,905,0,10.1086,0,15,0,0.1675,0,10,0,0.1117,0,1163,0,12.9903,0,34,0,0.3798,0
10-Apr,江西省,165,0.3723,0,0,2925,0,6.5995,0,84,0,0.1895,0,72,0,0.1624,0,3397,0,7.6644,0,151,0,0.3407,0
16-May,新疆,958,4.168,0,0,3352,0,14.5836,0,36,0,0.1566,0,128,0,0.5569,0,4502,0,19.5869,0,28,0,0.1218,0
4-Jul,海南省,11,0.1351,0,0,722,1,8.8674,0.0123,0,0,0,0,110,1,1.351,0.0123,883,2,10.8448,0.0246,40,0,0.4913,0
5-Jan,浙江省,87,0.1785,0,0,3374,1,6.9231,0.0021,191,0,0.3919,0,229,0,0.4699,0,4397,1,9.0222,0.0021,516,0,1.0588,0
15-Feb,山西省,556,1.5241,0,0,3140,0,8.6076,0,45,0,0.1234,0,43,0,0.1179,0,3837,0,10.5182,0,53,0,0.1453,0
13-Oct,四川省,712,0.8816,0,0,3369,5,4.1715,0.0062,54,0,0.0669,0,251,0,0.3108,0,4513,5,5.588,0.0062,127,0,0.1573,0
5-Nov,湖南省,84,0.1335,0,0,1704,0,2.7075,0,23,0,0.0365,0,227,0,0.3607,0,2174,0,3.4543,0,136,0,0.2161,0
16-Jan,河北省,795,1.0767,0,0,4965,1,6.7242,0.0014,79,0,0.107,0,40,0,0.0542,0,5939,1,8.0433,0.0014,55,0,0.0745,0
13-Oct,广??? 西,776,1.6574,1,0.0021,3183,3,6.7984,0.0064,96,0,0.205,0,48,0,0.1025,0,4308,4,9.2012,0.0085,205,0,0.4378,0
8-Apr,广??? 西,513,1.0759,1,0.0021,3263,3,6.8435,0.0063,57,1,0.1195,0.0021,131,0,0.2747,0,4127,5,8.6556,0.0105,163,0,0.3419,0
7-Apr,重庆市,89,0.317,0,0,2630,2,9.3661,0.0071,27,0,0.0962,0,193,0,0.6873,0,3062,2,10.9046,0.0071,123,0,0.438,0
4-Feb,山西省,106,0.3198,0,0,1199,0,3.6177,0,12,0,0.0362,0,93,0,0.2806,0,1513,0,4.5651,0,103,0,0.3108,0
4-Dec,福建省,26,0.0723,0,0,2186,2,6.0797,0.0056,18,0,0.0501,0,121,0,0.3365,0,2755,3,7.6621,0.0083,404,1,1.1236,0.0028
13-May,北京市,91,0.4398,1,0.0048,176,12,0.8505,0.058,23,0,0.1111,0,16,0,0.0773,0,313,13,1.5126,0.0628,7,0,0.0338,0
7-Nov,陕西省,356,0.9531,0,0,2426,0,6.4953,0,14,0,0.0375,0,102,0,0.2731,0,2988,0,8,0,90,0,0.241,0
4-Apr,贵州省,24,0.0628,0,0,1683,0,4.4024,0,7,0,0.0183,0,589,2,1.5407,0.0052,2455,2,6.4217,0.0052,152,0,0.3976,0
15-May,吉林省,565,2.0528,0,0,964,0,3.5024,0,34,0,0.1235,0,34,0,0.1235,0,1618,0,5.8785,0,21,0,0.0763,0
6-Sep,河北省,189,0.2759,0,0,5304,0,7.7419,0,59,0,0.0861,0,162,0,0.2365,0,5866,0,8.5623,0,152,0,0.2219,0
11-Aug,江西省,175,0.3927,0,0,3050,2,6.8435,0.0045,22,0,0.0494,0,51,0,0.1144,0,3470,2,7.7859,0.0045,172,0,0.3859,0
14-Jan,西??? 藏,4,0.1282,0,0,114,0,3.6534,0,0,0,0,0,21,0,0.673,0,140,0,4.4866,0,1,0,0.032,0
5-Mar,河北省,151,0.2217,0,0,3873,1,5.6876,0.0015,186,0,0.2731,0,130,0,0.1909,0,4591,1,6.742,0.0015,251,0,0.3686,0
7-May,湖南省,200,0.3154,0,0,3084,2,4.8628,0.0032,40,0,0.0631,0,293,0,0.462,0,3850,2,6.0706,0.0032,233,0,0.3674,0
12-Jul,福建省,210,0.5645,0,0,3668,0,9.8602,0,87,0,0.2339,0,64,0,0.172,0,4530,0,12.1774,0,501,0,1.3468,0
4-Jan,吉林省,281,1.0543,0,0,1220,0,4.5774,0,36,0,0.1351,0,146,0,0.5478,0,1843,0,6.9149,0,160,0,0.6003,0
12-Feb,河北省,613,0.8466,0,0,5119,0,7.0699,0,103,0,0.1423,0,37,0,0.0511,0,5954,0,8.2232,0,82,0,0.1133,0
4-Nov,河北省,114,0.1677,0,0,3598,1,5.2919,0.0015,63,0,0.0927,0,176,0,0.2589,0,4149,1,6.1023,0.0015,198,0,0.2912,0
7-Mar,四川省,216,0.2644,1,0.0012,7646,2,9.3598,0.0024,84,0,0.1028,0,679,0,0.8312,0,8988,6,11.0026,0.0073,363,3,0.4444,0.0037
15-Oct,山东省,351,0.3585,0,0,3949,1,4.0339,0.001,60,0,0.0613,0,40,0,0.0409,0,4479,1,4.5753,0.001,79,0,0.0807,0
4-Oct,山西省,121,0.3651,0,0,1820,1,5.4914,0.003,14,0,0.0422,0,106,0,0.3198,0,2167,1,6.5384,0.003,106,0,0.3198,0
5-Apr,湖北省,119,0.209,1,0.0018,4872,12,8.5584,0.0211,108,0,0.1897,0,289,0,0.5077,0,5711,14,10.0323,0.0246,323,1,0.5674,0.0018
11-Nov,河南省,3077,3.2723,0,0,13088,2,13.9188,0.0021,46,0,0.0489,0,214,0,0.2276,0,16512,2,17.5601,0.0021,87,0,0.0925,0
11-May,河北省,485,0.675,0,0,4807,2,6.6899,0.0028,88,0,0.1225,0,38,0,0.0529,0,5490,2,7.6404,0.0028,72,0,0.1002,0
7-Nov,重庆市,103,0.3668,1,0.0036,2000,1,7.1225,0.0036,8,0,0.0285,0,205,0,0.7301,0,2404,2,8.5613,0.0071,88,0,0.3134,0
7-Apr,建设兵团,53,2.0547,0,0,320,0,12.4058,0,0,0,0,0,22,0,0.8529,0,403,0,15.6236,0,8,0,0.3101,0
8-Jan,四川省,283,0.3482,1,0.0012,6488,2,7.9833,0.0025,33,0,0.0406,0,407,0,0.5008,0,7445,5,9.1608,0.0062,234,2,0.2879,0.0025
8-Mar,西??? 藏,0,0,0,0,31,0,1.0915,0,0,0,0,0,35,0,1.2324,0,68,0,2.3943,0,2,0,0.0704,0
12-Apr,湖南省,785,1.1902,0,0,4261,3,6.4604,0.0045,128,0,0.1941,0,66,0,0.1001,0,5389,3,8.1706,0.0045,149,0,0.2259,0
7-Sep,北京市,115,0.7274,0,0,436,7,2.7577,0.0443,40,0,0.253,0,23,0,0.1455,0,653,7,4.1303,0.0443,39,0,0.2467,0
6-Oct,山东省,95,0.1027,0,0,3422,3,3.7003,0.0032,50,1,0.0541,0.0011,75,0,0.0811,0,3904,4,4.2215,0.0043,262,0,0.2833,0
13-Nov,北京市,67,0.3238,1,0.0048,144,11,0.6959,0.0532,29,0,0.1401,0,9,0,0.0435,0,251,12,1.213,0.058,2,0,0.0097,0
8-Jan,海南省,41,0.4852,0,0,546,1,6.4616,0.0118,3,0,0.0355,0,39,0,0.4615,0,673,1,7.9645,0.0118,44,0,0.5207,0
4-Jul,四川省,127,0.1457,0,0,7879,11,9.0419,0.0126,12,0,0.0138,0,983,0,1.1281,0,9489,11,10.8895,0.0126,488,0,0.56,0
9-Nov,甘肃省,507,1.9291,0,0,4053,1,15.4216,0.0038,4,0,0.0152,0,226,0,0.8599,0,4830,1,18.3781,0.0038,40,0,0.1522,0
7-Oct,湖北省,295,0.5182,0,0,5852,9,10.2793,0.0158,100,2,0.1757,0.0035,152,0,0.267,0,6700,11,11.7688,0.0193,301,0,0.5287,0
9-Apr,云南省,349,0.7682,0,0,1833,2,4.0348,0.0044,48,0,0.1057,0,357,0,0.7858,0,2633,2,5.7957,0.0044,46,0,0.1013,0
15-Apr,河南省,2274,2.4099,0,0,5347,2,5.6666,0.0021,54,0,0.0572,0,25,0,0.0265,0,7740,2,8.2026,0.0021,40,0,0.0424,0
12-Mar,陕西省,620,1.6566,0,0,2651,2,7.0833,0.0053,29,0,0.0775,0,49,0,0.1309,0,3400,2,9.0846,0.0053,51,0,0.1363,0
7-Sep,福建省,81,0.2277,0,0,3479,1,9.778,0.0028,36,0,0.1012,0,96,0,0.2698,0,4073,1,11.4475,0.0028,381,0,1.0708,0
14-Jan,河北省,628,0.8564,0,0,4307,4,5.8738,0.0055,55,0,0.075,0,31,0,0.0423,0,5081,4,6.9293,0.0055,60,0,0.0818,0
6-Jan,西??? 藏,0,0,0,0,28,0,1.0106,0,0,0,0,0,20,0,0.7218,0,51,0,1.8407,0,3,0,0.1083,0
4-Jan,广西,188,0.3872,1,0.0021,3571,0,7.354,0,27,0,0.0556,0,167,0,0.3439,0,4210,1,8.67,0.0021,257,0,0.5293,0
7-Apr,河北省,212,0.3073,0,0,4967,0,7.2006,0,162,0,0.2349,0,135,0,0.1957,0,5656,0,8.1995,0,180,0,0.2609,0
15-Oct,安徽省,529,0.8697,0,0,2873,1,4.7231,0.0016,108,0,0.1775,0,62,0,0.1019,0,3784,1,6.2207,0.0016,212,0,0.3485,0
4-Jan,陕西省,137,0.3745,0,0,3870,8,10.5793,0.0219,6,0,0.0164,0,118,0,0.3226,0,4258,8,11.6399,0.0219,127,0,0.3472,0
12-Jul,广东省,1771,1.6859,0,0,12135,6,11.5516,0.0057,208,0,0.198,0,107,0,0.1019,0,14549,6,13.8496,0.0057,328,0,0.3122,0
8-Jan,河北省,244,0.3514,1,0.0014,4928,1,7.0978,0.0014,88,0,0.1267,0,89,0,0.1282,0,5477,2,7.8885,0.0029,128,0,0.1844,0
9-Sep,四川省,386,0.4717,1,0.0012,4826,1,5.8979,0.0012,32,0,0.0391,0,391,1,0.4778,0.0012,5887,3,7.1945,0.0037,252,0,0.308,0
4-Nov,天津市,23,0.2475,0,0,328,0,3.5296,0,42,0,0.452,0,8,0,0.0861,0,489,0,5.2622,0,88,0,0.947,0
12-Dec,云南省,546,1.179,0,0,1905,2,4.1136,0.0043,51,0,0.1101,0,81,0,0.1749,0,2601,2,5.6165,0.0043,18,0,0.0389,0
11-Jul,贵州省,239,0.6878,0,0,1850,0,5.3243,0,37,0,0.1065,0,100,0,0.2878,0,2299,0,6.6165,0,73,0,0.2101,0
12-Jul,山西省,639,1.7783,1,0.0028,4556,2,12.6792,0.0056,43,0,0.1197,0,75,0,0.2087,0,5417,3,15.0754,0.0083,104,0,0.2894,0
15-Nov,云南省,760,1.6123,0,0,1300,0,2.7578,0,124,0,0.2631,0,95,0,0.2015,0,2287,0,4.8516,0,8,0,0.017,0
8-Apr,黑龙江省,349,0.9127,1,0.0026,1890,0,4.9425,0,38,0,0.0994,0,43,0,0.1124,0,2460,1,6.433,0.0026,140,0,0.3661,0
10-Dec,建设兵团,102,3.964,1,0.0389,263,0,10.221,0,0,0,0,0,23,0,0.8938,0,400,1,15.5452,0.0389,12,0,0.4664,0
5-Jul,青海省,52,0.9667,0,0,880,1,16.36,0.0186,0,0,0,0,51,0,0.9481,0,996,1,18.5166,0.0186,13,0,0.2417,0
7-Jul,贵州省,122,0.3247,0,0,3158,1,8.4053,0.0027,8,0,0.0213,0,911,0,2.4247,0,4351,2,11.5805,0.0053,152,1,0.4046,0.0027
4-May,安徽省,56,0.0869,1,0.0016,3012,3,4.6747,0.0047,58,0,0.09,0,419,1,0.6503,0.0016,3890,5,6.0374,0.0078,345,0,0.5355,0
9-Apr,建设兵团,81,3.148,0,0,291,0,11.3094,0,1,0,0.0389,0,9,0,0.3498,0,384,0,14.9238,0,2,0,0.0777,0
12-Mar,宁??? 夏,57,0.8914,0,0,626,0,9.7897,0,3,0,0.0469,0,6,0,0.0938,0,701,0,10.9625,0,9,0,0.1407,0
7-Jul,江苏省,129,0.1709,0,0,1438,0,1.9046,0,245,0,0.3245,0,246,0,0.3258,0,2469,1,3.2702,0.0013,411,1,0.5444,0.0013
14-Jan,重庆市,368,1.2391,0,0,2132,0,7.1785,0,82,0,0.2761,0,66,0,0.2222,0,2692,0,9.064,0,44,0,0.1481,0
9-Oct,山西省,402,1.1787,0,0,3381,0,9.9132,0,10,0,0.0293,0,55,0,0.1613,0,3947,0,11.5727,0,99,0,0.2903,0
11-Mar,宁??? 夏,57,0.9046,0,0,549,0,8.7124,0,10,0,0.1587,0,30,0,0.4761,0,649,0,10.2994,0,3,0,0.0476,0
11-Oct,浙江省,186,0.3417,0,0,2445,0,4.4923,0,145,1,0.2664,0.0018,70,0,0.1286,0,3077,1,5.6535,0.0018,231,0,0.4244,0
16-Feb,天津市,35,0.2307,0,0,112,0,0.7384,0,15,1,0.0989,0.0066,11,0,0.0725,0,176,1,1.1603,0.0066,3,0,0.0198,0
12-Feb,全??? 国,18670,1.3857,8,0.0006,107641,39,7.9891,0.0029,3180,4,0.236,0.0003,2206,0,0.1637,0,135220,55,10.036,0.0041,3523,4,0.2615,0.0003
16-Dec,全??? 国,16002,1.1745,7,0.0005,72733,42,5.3383,0.0031,2295,0,0.1684,0,1777,0,0.1304,0,94413,50,6.9296,0.0037,1578,1,0.1158,0.0001
8-Nov,江西省,96,0.2198,0,0,2414,1,5.5265,0.0023,18,0,0.0412,0,106,0,0.2427,0,2773,3,6.3484,0.0069,139,2,0.3182,0.0046
7-Jan,黑龙江省,391,1.0228,0,0,2248,1,5.8802,0.0026,56,0,0.1465,0,61,0,0.1596,0,2944,1,7.7007,0.0026,188,0,0.4918,0
15-May,山东省,356,0.3637,0,0,4040,0,4.1269,0,110,0,0.1124,0,39,0,0.0398,0,4645,0,4.7449,0,100,0,0.1022,0
13-Nov,宁??? 夏,41,0.6335,0,0,328,0,5.0681,0,1,0,0.0155,0,2,0,0.0309,0,376,0,5.8097,0,4,0,0.0618,0
8-May,上海市,34,0.183,0,0,604,0,3.2508,0,31,1,0.1668,0.0054,32,0,0.1722,0,750,1,4.0366,0.0054,49,0,0.2637,0
11-May,江苏省,201,0.2555,0,0,1236,0,1.5713,0,333,0,0.4233,0,78,0,0.0992,0,2111,0,2.6837,0,263,0,0.3344,0
8-Aug,河北省,229,0.3298,0,0,4754,2,6.8472,0.0029,50,0,0.072,0,97,0,0.1397,0,5248,2,7.5587,0.0029,118,0,0.17,0
5-Oct,福建省,31,0.0882,0,0,2721,0,7.7434,0,21,0,0.0598,0,101,0,0.2874,0,3454,1,9.8293,0.0028,580,1,1.6505,0.0028
12-Jun,广??? 西,851,1.8321,0,0,3818,1,8.2196,0.0022,85,0,0.183,0,70,0,0.1507,0,4995,2,10.7535,0.0043,171,1,0.3681,0.0022
15-Mar,新疆,1126,4.8989,1,0.0044,3557,0,15.4755,0,44,0,0.1914,0,261,0,1.1355,0,5044,1,21.945,0.0044,56,0,0.2436,0
12-Mar,贵州省,333,0.9599,0,0,1807,0,5.209,0,52,0,0.1499,0,54,1,0.1557,0.0029,2300,1,6.6302,0.0029,54,0,0.1557,0
12-Nov,宁??? 夏,60,0.9383,0,0,552,0,8.6324,0,6,0,0.0938,0,21,0,0.3284,0,643,0,10.0555,0,4,0,0.0626,0
11-Jan,宁??? 夏,44,0.6983,0,0,508,0,8.0618,0,2,0,0.0317,0,16,0,0.2539,0,580,0,9.2044,0,10,0,0.1587,0
15-Jan,西??? 藏,2,0.063,0,0,221,0,6.9595,0,1,0,0.0315,0,8,0,0.2519,0,242,0,7.6208,0,10,0,0.3149,0
4-Apr,江苏省,109,0.144,0,0,2004,2,2.6478,0.0026,227,1,0.2999,0.0013,382,0,0.5047,0,3653,5,4.8265,0.0066,931,2,1.2301,0.0026
5-Jul,全??? 国,4328,0.333,8,0.0006,85170,62,6.5521,0.0048,1038,4,0.0799,0.0003,6367,5,0.4898,0.0004,102783,94,7.9071,0.0072,5880,15,0.4523,0.0012
8-Jun,福建省,101,0.282,0,0,4131,2,11.5359,0.0056,41,0,0.1145,0,83,0,0.2318,0,4765,2,13.3063,0.0056,409,0,1.1421,0
14-Aug,山东省,321,0.3298,0,0,3989,1,4.0983,0.001,107,0,0.1099,0,96,0,0.0986,0,4671,1,4.7989,0.001,158,0,0.1623,0
14-Dec,广??? 西,657,1.3922,1,0.0021,2732,1,5.7894,0.0021,123,0,0.2606,0,69,0,0.1462,0,3702,2,7.8449,0.0042,121,0,0.2564,0
13-Apr,广??? 西,848,1.8112,1,0.0021,3582,1,7.6506,0.0021,152,0,0.3246,0,67,0,0.1431,0,4820,2,10.2947,0.0043,171,0,0.3652,0
