pagenation,region,hpatitisc-incidence,heptitisc-ir,heptitisc-death,heptitisc-dr,heptitisb-incidence,heptitisb-death,heptitisb-ir,heptitisb-dr,hepatitise-incidence,hepatitise-death,hepatitise-ir,hepatitise-dr,hepatitisa-incidence,hepatitisa-death,hepatitisa-ir,hepatitisa-dr,hepatitis-incidence,hepatitis-death,hepatitis-ir,hepatitis-dr,hepatitisun-incidence,hepatitisun-death,hepatitisun-ir,hepatitisun-dr
4-Jul,江苏省,106,0.1401,0,0,1972,1,2.6055,0.0013,141,0,0.1863,0,281,0,0.3713,0,3146,3,4.1566,0.004,646,2,0.8535,0.0026
5-Mar,新??? 疆,181,0.9107,0,0,2048,0,10.305,0,21,0,0.1057,0,320,0,1.6102,0,2680,0,13.485,0,110,0,0.5535,0
8-Dec,全??? 国,8564,0.6482,16,0.0012,78527,69,5.9432,0.0052,977,3,0.0739,0.0002,2983,2,0.2258,0.0002,94414,92,7.1456,0.007,3363,2,0.2545,0.0002
15-Oct,福建省,198,0.5202,0,0,3328,2,8.7441,0.0053,67,0,0.176,0,35,0,0.092,0,3823,2,10.0447,0.0053,195,0,0.5123,0
6-Jul,山西省,207,0.617,0,0,3035,0,9.0462,0,6,0,0.0179,0,112,0,0.3338,0,3458,0,10.307,0,98,0,0.2921,0
12-Jan,山东省,420,0.4358,0,0,6098,8,6.3275,0.0083,212,2,0.22,0.0021,42,0,0.0436,0,7046,16,7.3112,0.0166,274,6,0.2843,0.0062
4-Sep,全国,3317,0.2552,10,0.0008,70055,71,5.3893,0.0055,1022,2,0.0786,0.0002,7898,4,0.6076,0.0003,89081,95,6.853,0.0073,6789,8,0.5223,0.0006
14-May,云南省,845,1.803,0,0,2197,1,4.6878,0.0021,79,0,0.1686,0,109,0,0.2326,0,3243,1,6.9197,0.0021,13,0,0.0277,0
15-Feb,天津市,27,0.178,0,0,110,0,0.7252,0,10,0,0.0659,0,4,0,0.0264,0,155,0,1.0219,0,4,0,0.0264,0
6-Dec,新??? 疆,380,1.8905,0,0,3172,0,15.781,0,4,0,0.0199,0,677,0,3.3681,0,4357,0,21.6765,0,124,0,0.6169,0
8-Nov,全??? 国,9102,0.6889,10,0.0008,87915,73,6.6537,0.0055,1097,1,0.083,0.0001,3703,0,0.2803,0,105846,90,8.0108,0.0068,4029,6,0.3049,0.0005
11-May,辽宁省,578,1.3213,0,0,2299,2,5.2553,0.0046,114,0,0.2606,0,129,0,0.2949,0,3320,2,7.5892,0.0046,200,0,0.4572,0
11-Apr,陕西省,420,1.1252,0,0,2190,1,5.867,0.0027,31,0,0.083,0,39,0,0.1045,0,2745,1,7.3538,0.0027,65,0,0.1741,0
9-Feb,全??? 国,11031,0.8306,13,0.001,106561,76,8.0241,0.0057,2444,1,0.184,0.0001,3651,1,0.2749,0.0001,127920,95,9.6324,0.0072,4233,4,0.3187,0.0003
8-Feb,安徽省,120,0.1961,0,0,3013,1,4.9248,0.0016,131,0,0.2141,0,125,0,0.2043,0,3614,1,5.9072,0.0016,225,0,0.3678,0
13-Nov,广东省,1635,1.5433,1,0.0009,11435,5,10.7938,0.0047,177,0,0.1671,0,124,0,0.117,0,13596,7,12.8337,0.0066,225,1,0.2124,0.0009
15-May,山西省,743,2.0368,0,0,4055,1,11.1158,0.0027,69,0,0.1891,0,101,0,0.2769,0,5044,1,13.8269,0.0027,76,0,0.2083,0
14-Jun,宁??? 夏,43,0.6573,0,0,402,0,6.145,0,2,0,0.0306,0,11,0,0.1681,0,462,0,7.0622,0,4,0,0.0611,0
10-Mar,山西省,496,1.4472,1,0.0029,4052,0,11.8225,0,22,0,0.0642,0,55,0,0.1605,0,4698,1,13.7074,0.0029,73,0,0.213,0
15-Apr,吉林省,616,2.2381,1,0.0036,991,0,3.6005,0,36,0,0.1308,0,19,0,0.069,0,1689,1,6.1365,0.0036,27,0,0.0981,0
5-Nov,宁??? 夏,13,0.2205,0,0,783,0,13.2818,0,3,0,0.0509,0,66,0,1.1195,0,882,0,14.9611,0,17,0,0.2884,0
5-Jan,北京市,95,0.6184,0,0,586,2,3.8143,0.013,44,1,0.2864,0.0065,32,0,0.2083,0,841,3,5.474,0.0195,84,0,0.5468,0
13-Sep,上海市,112,0.4705,0,0,581,2,2.4407,0.0084,16,0,0.0672,0,7,0,0.0294,0,732,2,3.0751,0.0084,16,0,0.0672,0
14-Mar,浙江省,226,0.4111,0,0,1305,0,2.3736,0,189,0,0.3438,0,42,0,0.0764,0,1874,0,3.4085,0,112,0,0.2037,0
16-Aug,全??? 国,16833,1.2355,11,0.0008,80581,32,5.9143,0.0023,2105,3,0.1545,0.0002,1768,0,0.1298,0,103365,46,7.5866,0.0034,2038,0,0.1496,0
10-Dec,江苏省,146,0.189,0,0,826,0,1.0693,0,266,1,0.3443,0.0013,62,0,0.0803,0,1561,1,2.0207,0.0013,261,0,0.3379,0
9-Jan,辽宁省,437,1.0128,0,0,2058,1,4.7697,0.0023,112,0,0.2596,0,155,0,0.3592,0,2963,1,6.8672,0.0023,201,0,0.4658,0
13-Aug,海南省,189,2.1319,0,0,896,0,10.1066,0,6,0,0.0677,0,11,0,0.1241,0,1143,0,12.8927,0,41,0,0.4625,0
9-Nov,湖北省,390,0.6829,0,0,5186,5,9.0807,0.0088,93,0,0.1628,0,100,0,0.1751,0,5958,5,10.4325,0.0088,189,0,0.3309,0
12-May,西??? 藏,2,0.0659,0,0,66,0,2.176,0,0,0,0,0,6,0,0.1978,0,74,0,2.4398,0,0,0,0,0
6-Apr,广??? 西,329,0.706,1,0.0021,2970,6,6.3734,0.0129,36,0,0.0773,0,172,0,0.3691,0,3827,7,8.2124,0.015,320,0,0.6867,0
10-Apr,吉林省,823,3.0041,0,0,1720,1,6.2784,0.0037,23,0,0.084,0,23,0,0.084,0,2681,1,9.7863,0.0037,92,0,0.3358,0
5-Nov,河南省,1041,1.1156,0,0,12728,3,13.6405,0.0032,25,0,0.0268,0,418,0,0.448,0,14477,4,15.5149,0.0043,265,1,0.284,0.0011
6-Sep,湖北省,182,0.3187,0,0,4965,15,8.6953,0.0263,71,0,0.1243,0,232,0,0.4063,0,5777,16,10.1173,0.028,327,1,0.5727,0.0018
4-Oct,吉林省,233,0.8742,0,0,945,0,3.5456,0,24,0,0.09,0,121,0,0.454,0,1481,0,5.5567,0,158,0,0.5928,0
12-Dec,海南省,134,1.5273,0,0,822,0,9.3688,0,8,0,0.0912,0,13,0,0.1482,0,1007,0,11.4773,0,30,0,0.3419,0
11-Dec,内蒙古,406,1.6433,1,0.004,2601,0,10.5277,0,15,0,0.0607,0,23,0,0.0931,0,3055,1,12.3653,0.004,10,0,0.0405,0
7-Jun,黑龙江省,340,0.8894,0,0,1911,1,4.9987,0.0026,40,0,0.1046,0,66,1,0.1726,0.0026,2531,2,6.6204,0.0052,174,0,0.4551,0
8-Jan,贵州省,129,0.3429,1,0.0027,2738,2,7.278,0.0053,1,0,0.0027,0,234,0,0.622,0,3190,3,8.4795,0.008,88,0,0.2339,0
7-Sep,云南省,230,0.513,0,0,1586,1,3.5378,0.0022,35,0,0.0781,0,783,0,1.7466,0,2748,1,6.1298,0.0022,114,0,0.2543,0
11-Apr,贵州省,270,0.7771,0,0,2018,0,5.8078,0,48,0,0.1381,0,74,0,0.213,0,2478,0,7.1317,0,68,0,0.1957,0
6-Aug,全??? 国,6305,0.4822,15,0.0011,100779,81,7.7074,0.0062,1207,4,0.0923,0.0003,6596,5,0.5045,0.0004,120769,114,9.2362,0.0087,5882,9,0.4498,0.0007
15-Jul,建设兵团,62,2.2687,0,0,142,0,5.196,0,1,0,0.0366,0,10,0,0.3659,0,217,0,7.9404,0,2,0,0.0732,0
11-Oct,安徽省,272,0.4571,0,0,2757,2,4.6336,0.0034,111,0,0.1866,0,76,0,0.1277,0,3445,2,5.7899,0.0034,229,0,0.3849,0
6-Feb,上海市,21,0.1181,0,0,500,0,2.8121,0,104,0,0.5849,0,61,0,0.3431,0,862,1,4.8481,0.0056,176,1,0.9899,0.0056
5-Jul,河北省,126,0.185,0,0,3672,0,5.3924,0,72,0,0.1057,0,170,0,0.2497,0,4227,0,6.2075,0,187,0,0.2746,0
8-Oct,陕西省,324,0.8645,0,0,2606,3,6.953,0.008,7,0,0.0187,0,120,0,0.3202,0,3136,3,8.3671,0.008,79,0,0.2108,0
14-Dec,四川省,749,0.9239,1,0.0012,2925,5,3.608,0.0062,92,0,0.1135,0,212,0,0.2615,0,4075,6,5.0265,0.0074,97,0,0.1196,0
10-Oct,陕西省,358,0.9491,0,0,2030,2,5.3818,0.0053,13,0,0.0345,0,38,0,0.1007,0,2496,2,6.6172,0.0053,57,0,0.1511,0
6-Jun,广东省,511,0.5558,1,0.0011,8625,12,9.3811,0.0131,124,0,0.1349,0,167,1,0.1816,0.0011,9770,14,10.6265,0.0152,343,0,0.3731,0
10-Oct,云南省,459,1.0042,1,0.0022,1704,0,3.7278,0,32,0,0.07,0,248,0,0.5426,0,2484,1,5.4343,0.0022,41,0,0.0897,0
15-Aug,云南省,885,1.8774,0,0,1700,1,3.6064,0.0021,127,0,0.2694,0,113,0,0.2397,0,2831,1,6.0056,0.0021,6,0,0.0127,0
13-Oct,湖南省,1001,1.5078,1,0.0015,4588,2,6.9108,0.003,87,0,0.131,0,55,0,0.0828,0,5888,3,8.8689,0.0045,157,0,0.2365,0
16-Oct,四川省,778,0.9558,1,0.0012,3061,4,3.7604,0.0049,85,0,0.1044,0,159,0,0.1953,0,4157,5,5.1068,0.0061,71,0,0.0872,0
10-Jan,安徽省,234,0.3817,1,0.0016,2890,3,4.7137,0.0049,154,0,0.2512,0,65,0,0.106,0,3527,4,5.7527,0.0065,184,0,0.3001,0
14-May,海南省,241,2.6919,0,0,946,0,10.5665,0,11,0,0.1229,0,4,0,0.0447,0,1244,0,13.8951,0,42,0,0.4691,0
8-May,四川省,248,0.3052,1,0.0012,4966,2,6.1105,0.0025,46,0,0.0566,0,522,0,0.6423,0,6067,4,7.4652,0.0049,285,1,0.3507,0.0012
10-Nov,云南省,435,0.9517,0,0,1651,1,3.6119,0.0022,22,0,0.0481,0,175,0,0.3828,0,2323,1,5.082,0.0022,40,0,0.0875,0
5-Mar,贵州省,45,0.1215,0,0,1508,0,4.0727,0,5,0,0.0135,0,319,1,0.8615,0.0027,1986,1,5.3637,0.0027,109,0,0.2944,0
4-Oct,江苏省,96,0.1268,1,0.0013,1779,2,2.3505,0.0026,120,0,0.1585,0,182,0,0.2405,0,2864,3,3.7841,0.004,687,0,0.9077,0
4-Aug,广东省,229,0.2879,2,0.0025,4762,10,5.9868,0.0126,46,1,0.0578,0.0013,137,1,0.1722,0.0013,5541,19,6.9661,0.0239,367,5,0.4614,0.0063
13-May,海南省,176,1.9852,1,0.0113,1038,0,11.7083,0,14,0,0.1579,0,9,0,0.1015,0,1258,1,14.1898,0.0113,21,0,0.2369,0
11-Jun,海南省,118,1.3608,0,0,679,0,7.8302,0,5,0,0.0577,0,22,0,0.2537,0,883,0,10.1828,0,59,0,0.6804,0
16-Jul,山东省,414,0.4229,0,0,4545,5,4.6428,0.0051,63,0,0.0644,0,34,0,0.0347,0,5135,5,5.2455,0.0051,78,0,0.0797,0
13-Aug,江苏省,218,0.2753,0,0,943,1,1.1907,0.0013,251,0,0.3169,0,50,0,0.0631,0,1729,1,2.1831,0.0013,267,0,0.3371,0
5-Jun,江西省,66,0.1543,0,0,2927,5,6.8428,0.0117,16,0,0.0374,0,280,0,0.6546,0,3485,5,8.1473,0.0117,196,0,0.4582,0
15-May,安徽省,506,0.8318,1,0.0016,3108,2,5.1094,0.0033,145,0,0.2384,0,53,0,0.0871,0,4022,3,6.612,0.0049,210,0,0.3452,0
9-Jun,河北省,311,0.445,0,0,5058,2,7.2372,0.0029,67,0,0.0959,0,62,0,0.0887,0,5587,2,7.9941,0.0029,89,0,0.1273,0
16-Mar,陕西省,787,2.0847,0,0,2045,0,5.417,0,30,0,0.0795,0,32,0,0.0848,0,2915,0,7.7216,0,20,0,0.053,0
8-Dec,湖北省,288,0.5054,0,0,4628,4,8.1207,0.007,67,0,0.1176,0,98,0,0.172,0,5302,4,9.3034,0.007,221,0,0.3878,0
6-Oct,河南省,1037,1.1055,0,0,12884,1,13.7356,0.0011,17,0,0.0181,0,558,0,0.5949,0,14715,1,15.6876,0.0011,219,0,0.2335,0
10-Jun,山东省,147,0.1552,0,0,2204,2,2.3273,0.0021,92,1,0.0971,0.0011,27,0,0.0285,0,2599,3,2.7444,0.0032,129,0,0.1362,0
10-Jul,广东省,1391,1.4432,2,0.0021,10574,4,10.9712,0.0042,172,0,0.1785,0,106,0,0.11,0,12539,6,13.01,0.0062,296,0,0.3071,0
10-Feb,内蒙古,314,1.2964,0,0,1540,1,6.3582,0.0041,15,0,0.0619,0,12,0,0.0495,0,1900,1,7.8445,0.0041,19,0,0.0784,0
15-Apr,江苏省,282,0.3543,0,0,1235,0,1.5515,0,284,0,0.3568,0,60,0,0.0754,0,2093,0,2.6294,0,232,0,0.2915,0
8-Jul,福建省,100,0.2793,0,0,4022,2,11.2315,0.0056,50,0,0.1396,0,92,0,0.2569,0,4668,3,13.0355,0.0084,404,1,1.1282,0.0028
7-Sep,建设兵团,67,2.5975,0,0,272,0,10.5449,0,0,0,0,0,28,0,1.0855,0,378,0,14.6544,0,11,0,0.4264,0
16-Mar,浙江省,254,0.4611,0,0,1307,1,2.3729,0.0018,239,0,0.4339,0,63,0,0.1144,0,2000,1,3.6311,0.0018,136,0,0.2469,0
16-Jun,全??? 国,16991,1.2471,7,0.0005,76909,32,5.6448,0.0023,2143,0,0.1573,0,1595,1,0.1171,0.0001,99495,40,7.3026,0.0029,1829,0,0.1342,0
11-Oct,云南省,507,1.103,0,0,1966,2,4.277,0.0044,71,0,0.1545,0,139,0,0.3024,0,2711,2,5.8978,0.0044,28,0,0.0609,0
16-Oct,重庆市,310,1.0363,0,0,1412,0,4.7202,0,31,0,0.1036,0,80,0,0.2674,0,1878,0,6.278,0,45,0,0.1504,0
15-Jun,湖北省,763,1.3119,0,0,5186,1,8.9168,0.0017,135,0,0.2321,0,64,0,0.11,0,6316,1,10.8597,0.0017,168,0,0.2889,0
16-Apr,河北省,796,1.078,0,0,5201,0,7.0438,0,52,0,0.0704,0,36,0,0.0488,0,6149,0,8.3277,0,61,0,0.0826,0
6-Oct,陕西省,258,0.6935,0,0,2767,1,7.4381,0.0027,9,0,0.0242,0,177,0,0.4758,0,3359,1,9.0295,0.0027,148,0,0.3978,0
15-Oct,湖南省,1168,1.7336,0,0,4511,0,6.6956,0,58,0,0.0861,0,55,0,0.0816,0,5897,0,8.7528,0,105,0,0.1559,0
10-May,宁??? 夏,44,0.7038,0,0,440,0,7.0377,0,1,0,0.016,0,32,0,0.5118,0,527,0,8.4293,0,10,0,0.1599,0
4-May,山东省,50,0.0545,0,0,3724,5,4.0617,0.0055,63,0,0.0687,0,196,0,0.2138,0,4412,6,4.8121,0.0065,379,1,0.4134,0.0011
7-Jul,福建省,68,0.1911,0,0,4073,0,11.4475,0,35,0,0.0984,0,104,0,0.2923,0,4744,0,13.3334,0,464,0,1.3041,0
16-May,天津市,49,0.323,0,0,195,0,1.2856,0,7,0,0.0461,0,3,0,0.0198,0,259,0,1.7075,0,5,0,0.033,0
7-Jan,北京市,172,1.0879,0,0,974,4,6.1606,0.0253,42,0,0.2657,0,24,0,0.1518,0,1255,4,7.9379,0.0253,43,0,0.272,0
8-Jul,西??? 藏,0,0,0,0,45,0,1.5845,0,0,0,0,0,42,0,1.4789,0,92,0,3.2394,0,5,0,0.1761,0
11-Feb,吉林省,622,2.2649,2,0.0073,1367,2,4.9777,0.0073,22,0,0.0801,0,19,0,0.0692,0,2091,4,7.614,0.0146,61,0,0.2221,0
5-Oct,山东省,72,0.0783,0,0,3252,3,3.5369,0.0033,41,1,0.0446,0.0011,96,0,0.1044,0,3680,4,4.0024,0.0044,219,0,0.2382,0
6-Sep,河南省,991,1.0565,1,0.0011,11108,2,11.8422,0.0021,14,0,0.0149,0,407,0,0.4339,0,12718,3,13.5586,0.0032,198,0,0.2111,0
12-May,浙江省,285,0.5217,1,0.0018,1472,1,2.6945,0.0018,197,0,0.3606,0,51,0,0.0934,0,2221,2,4.0655,0.0037,216,0,0.3954,0
13-Jul,上海市,118,0.4957,0,0,673,1,2.8272,0.0042,22,0,0.0924,0,13,0,0.0546,0,849,1,3.5666,0.0042,23,0,0.0966,0
6-Nov,西??? 藏,0,0,0,0,17,0,0.6136,0,1,0,0.0361,0,26,0,0.9384,0,47,0,1.6963,0,3,0,0.1083,0
16-Dec,广??? 西,693,1.4577,0,0,3118,3,6.5587,0.0063,113,0,0.2377,0,88,0,0.1851,0,4107,3,8.639,0.0063,95,0,0.1998,0
4-Aug,全国,3527,0.2713,7,0.0005,83967,78,6.4596,0.006,1188,3,0.0914,0.0002,8950,3,0.6885,0.0002,105222,105,8.0947,0.0081,7590,14,0.5839,0.0011
13-Apr,辽宁省,609,1.3876,0,0,1855,0,4.2265,0,112,0,0.2552,0,94,0,0.2142,0,2835,0,6.4593,0,165,0,0.3759,0
7-Jul,建设兵团,55,2.1322,0,0,308,0,11.9406,0,2,0,0.0775,0,19,0,0.7366,0,395,0,15.3134,0,11,0,0.4264,0
15-Oct,甘肃省,471,1.818,0,0,788,0,3.0416,0,13,0,0.0502,0,89,0,0.3435,0,1374,0,5.3034,0,13,0,0.0502,0
5-Jun,全??? 国,4474,0.3442,10,0.0008,83352,65,6.4123,0.005,1183,2,0.091,0.0002,6286,5,0.4836,0.0004,101268,95,7.7906,0.0073,5973,13,0.4595,0.001
7-Jul,甘肃省,387,1.485,1,0.0038,5755,1,22.0835,0.0038,5,0,0.0192,0,424,0,1.627,0,6706,2,25.7328,0.0077,135,0,0.518,0
14-Feb,全??? 国,16075,1.1862,14,0.001,76738,30,5.6626,0.0022,3018,5,0.2227,0.0004,1792,0,0.1322,0,100362,51,7.4059,0.0038,2739,2,0.2021,0.0001
13-Oct,安徽省,433,0.7231,0,0,2672,0,4.4623,0,97,0,0.162,0,60,0,0.1002,0,3462,0,5.7816,0,200,0,0.334,0
16-Oct,江苏省,237,0.2977,0,0,1113,0,1.3982,0,185,0,0.2324,0,50,0,0.0628,0,1736,0,2.1809,0,150,0,0.1884,0
16-Sep,广??? 西,693,1.4577,0,0,3214,1,6.7606,0.0021,95,0,0.1998,0,30,0,0.0631,0,4162,1,8.7547,0.0021,130,0,0.2735,0
8-Sep,湖北省,292,0.5124,0,0,5733,3,10.0597,0.0053,88,0,0.1544,0,170,0,0.2983,0,6593,4,11.5687,0.007,310,1,0.544,0.0018
5-May,江苏省,133,0.1783,0,0,1832,1,2.4563,0.0013,184,1,0.2467,0.0013,239,0,0.3204,0,3021,3,4.0504,0.004,633,1,0.8487,0.0013
12-Apr,广??? 西,870,1.873,1,0.0022,4056,2,8.732,0.0043,112,1,0.2411,0.0022,67,1,0.1442,0.0022,5313,6,11.4381,0.0129,208,1,0.4478,0.0022
14-Feb,云南省,741,1.5811,1,0.0021,2012,1,4.2931,0.0021,74,0,0.1579,0,57,0,0.1216,0,2897,2,6.1815,0.0043,13,0,0.0277,0
13-Mar,浙江省,244,0.4455,0,0,1222,0,2.2311,0,285,0,0.5204,0,38,0,0.0694,0,1939,1,3.5403,0.0018,150,1,0.2739,0.0018
6-Aug,湖北省,227,0.3975,0,0,5666,12,9.9229,0.021,89,0,0.1559,0,236,0,0.4133,0,6592,13,11.5447,0.0228,374,1,0.655,0.0018
14-Jan,广东省,1788,1.6798,1,0.0009,11967,4,11.243,0.0038,232,0,0.218,0,96,0,0.0902,0,14294,5,13.4292,0.0047,211,0,0.1982,0
5-Dec,山西省,175,0.5247,0,0,2486,0,7.4544,0,7,0,0.021,0,77,0,0.2309,0,2795,0,8.381,0,50,0,0.1499,0
16-Jul,山西省,719,1.971,0,0,3635,1,9.9645,0.0027,74,0,0.2029,0,88,0,0.2412,0,4570,1,12.5276,0.0027,52,0,0.1425,0
16-Dec,江西省,172,0.3787,0,0,2667,1,5.8717,0.0022,54,0,0.1189,0,18,0,0.0396,0,2961,1,6.5189,0.0022,48,0,0.1057,0
8-Aug,浙江省,140,0.2767,0,0,2963,0,5.8557,0,108,1,0.2134,0.002,138,0,0.2727,0,3819,2,7.5474,0.004,470,1,0.9289,0.002
7-Apr,辽宁省,381,0.8921,0,0,2630,0,6.1578,0,210,0,0.4917,0,256,0,0.5994,0,3722,0,8.7146,0,245,0,0.5736,0
4-Jul,安徽省,56,0.0869,0,0,2870,0,4.4544,0,30,0,0.0466,0,326,0,0.506,0,3642,1,5.6525,0.0016,360,1,0.5587,0.0016
14-Apr,山东省,339,0.3483,1,0.001,4252,1,4.3685,0.001,127,0,0.1305,0,70,0,0.0719,0,4937,3,5.0722,0.0031,149,1,0.1531,0.001
11-Mar,山东省,169,0.1764,0,0,2847,3,2.972,0.0031,244,0,0.2547,0,53,0,0.0553,0,3497,3,3.6506,0.0031,184,0,0.1921,0
16-Oct,辽宁省,586,1.3345,0,0,1621,0,3.6916,0,111,0,0.2528,0,75,0,0.1708,0,2467,0,5.6183,0,72,0,0.164,0
16-Jul,全??? 国,16588,1.2175,9,0.0007,77194,36,5.6658,0.0026,2094,0,0.1537,0,1641,0,0.1204,0,99405,45,7.296,0.0033,1856,0,0.1362,0
13-Oct,云南省,714,1.5325,0,0,2123,1,4.5568,0.0021,57,0,0.1223,0,103,0,0.2211,0,3018,1,6.4778,0.0021,21,0,0.0451,0
11-Jun,广东省,1577,1.5119,0,0,11029,5,10.574,0.0048,242,0,0.232,0,112,0,0.1074,0,13291,5,12.7427,0.0048,331,0,0.3173,0
16-Sep,安徽省,481,0.7907,1,0.0016,2974,1,4.8891,0.0016,79,0,0.1299,0,43,0,0.0707,0,3799,2,6.2454,0.0033,221,0,0.3633,0
15-Dec,北京市,80,0.3718,2,0.0093,133,7,0.6181,0.0325,24,0,0.1115,0,5,0,0.0232,0,243,9,1.1294,0.0418,1,0,0.0046,0
7-Jan,全??? 国,7964,0.6059,10,0.0008,104534,70,7.9525,0.0053,2183,4,0.1661,0.0003,5675,1,0.4317,0.0001,126112,92,9.5941,0.007,5756,7,0.4379,0.0005
4-Apr,福建省,33,0.0918,0,0,3205,0,8.9137,0,51,0,0.1418,0,228,0,0.6341,0,4271,0,11.8784,0,754,0,2.097,0
6-May,黑龙江省,342,0.8953,1,0.0026,2119,3,5.5471,0.0079,45,0,0.1178,0,86,0,0.2251,0,2774,4,7.2618,0.0105,182,0,0.4764,0
10-Dec,贵州省,247,0.6503,0,0,1688,0,4.4444,0,20,0,0.0527,0,90,0,0.237,0,2099,0,5.5266,0,54,0,0.1422,0
14-Apr,陕西省,583,1.5489,0,0,2115,1,5.619,0.0027,19,0,0.0505,0,38,0,0.101,0,2792,1,7.4176,0.0027,37,0,0.0983,0
12-Oct,甘肃省,666,2.5973,0,0,1316,0,5.1322,0,12,0,0.0468,0,122,0,0.4758,0,2167,0,8.451,0,51,0,0.1989,0
9-Oct,建设兵团,60,2.3318,0,0,244,1,9.4828,0.0389,2,0,0.0777,0,19,0,0.7384,0,329,2,12.7862,0.0777,4,1,0.1555,0.0389
13-Jan,建设兵团,84,3.1714,0,0,289,1,10.9113,0.0378,1,0,0.0378,0,10,0,0.3776,0,390,1,14.7246,0.0378,6,0,0.2265,0
13-Feb,青海省,136,2.3728,0,0,1203,1,20.9885,0.0174,11,0,0.1919,0,45,0,0.7851,0,1400,1,24.4256,0.0174,5,0,0.0872,0
9-Oct,湖北省,395,0.6916,0,0,6225,3,10.9,0.0053,106,0,0.1856,0,113,1,0.1979,0.0018,7065,4,12.3708,0.007,226,0,0.3957,0
13-Jun,云南省,701,1.5046,1,0.0021,1961,1,4.2091,0.0021,66,0,0.1417,0,89,0,0.191,0,2836,2,6.0871,0.0043,19,0,0.0408,0
8-Nov,海南省,48,0.568,0,0,438,0,5.1834,0,2,0,0.0237,0,18,0,0.213,0,549,0,6.4971,0,43,0,0.5089,0
4-Jan,西藏,0,0,0,0,20,0,0.7658,0,0,0,0,0,54,0,2.0677,0,101,0,3.8674,0,27,0,1.0338,0
5-Dec,重庆市,46,0.1649,0,0,1665,1,5.9685,0.0036,4,0,0.0143,0,181,0,0.6488,0,1965,1,7.0439,0.0036,69,0,0.2473,0
5-Feb,江苏省,86,0.1153,0,0,1355,2,1.8167,0.0027,227,0,0.3044,0,211,0,0.2829,0,2475,3,3.3184,0.004,596,1,0.7991,0.0013
5-Sep,河北省,124,0.1821,0,0,3726,2,5.4717,0.0029,43,0,0.0631,0,196,1,0.2878,0.0015,4237,4,6.2222,0.0059,148,1,0.2173,0.0015
14-Oct,青海省,161,2.7865,1,0.0173,668,0,11.5613,0,11,0,0.1904,0,36,0,0.6231,0,884,1,15.2997,0.0173,8,0,0.1385,0
4-Oct,全国,3310,0.2546,7,0.0005,73482,63,5.653,0.0048,973,3,0.0749,0.0002,7792,10,0.5994,0.0008,92288,92,7.0997,0.0071,6731,9,0.5178,0.0007
7-Apr,河南省,1295,1.3788,1,0.0011,14153,6,15.0692,0.0064,31,0,0.033,0,438,0,0.4664,0,16151,7,17.1965,0.0075,234,0,0.2491,0
11-Nov,吉林省,840,3.0587,0,0,1555,3,5.6622,0.0109,28,0,0.102,0,14,0,0.051,0,2466,3,8.9795,0.0109,29,0,0.1056,0
11-Dec,海南省,99,1.1417,0,0,617,1,7.1153,0.0115,4,0,0.0461,0,10,0,0.1153,0,759,1,8.7528,0.0115,29,0,0.3344,0
12-Sep,重庆市,224,0.7674,0,0,1410,2,4.8304,0.0069,34,0,0.1165,0,66,0,0.2261,0,1781,2,6.1014,0.0069,47,0,0.161,0
6-Oct,天津市,69,0.6616,0,0,493,0,4.7267,0,23,0,0.2205,0,7,0,0.0671,0,661,0,6.3375,0,69,0,0.6616,0
15-Nov,天津市,51,0.3362,0,0,145,0,0.956,0,6,0,0.0396,0,6,0,0.0396,0,217,0,1.4306,0,9,0,0.0593,0
8-Mar,黑龙江省,405,1.0591,0,0,2035,1,5.3216,0.0026,45,0,0.1177,0,64,0,0.1674,0,2688,1,7.0293,0.0026,139,0,0.3635,0
13-Jun,宁??? 夏,52,0.8035,0,0,381,0,5.887,0,1,0,0.0155,0,7,0,0.1082,0,445,0,6.8759,0,4,0,0.0618,0
15-Mar,陕西省,684,1.8119,0,0,2549,2,6.7521,0.0053,38,0,0.1007,0,36,0,0.0954,0,3334,2,8.8315,0.0053,27,0,0.0715,0
13-Jun,重庆市,248,0.8421,1,0.0034,1460,0,4.9576,0,48,0,0.163,0,67,0,0.2275,0,1880,1,6.3837,0.0034,57,0,0.1935,0
11-Jan,湖南省,467,0.711,1,0.0015,3254,1,4.9541,0.0015,60,0,0.0913,0,57,0,0.0868,0,3940,2,5.9985,0.003,102,0,0.1553,0
11-Dec,湖北省,464,0.8107,2,0.0035,4527,3,7.9091,0.0052,128,0,0.2236,0,60,0,0.1048,0,5375,5,9.3907,0.0087,196,0,0.3424,0
15-Jan,海南省,330,3.6525,1,0.0111,1085,0,12.0091,0,20,0,0.2214,0,10,0,0.1107,0,1472,1,16.2926,0.0111,27,0,0.2988,0
13-Jun,湖南省,881,1.327,0,0,4304,0,6.483,0,101,0,0.1521,0,44,0,0.0663,0,5547,0,8.3553,0,217,0,0.3269,0
9-Aug,内蒙古,344,1.4252,0,0,2726,1,11.2937,0.0041,6,0,0.0249,0,29,0,0.1201,0,3138,1,13.0006,0.0041,33,0,0.1367,0
5-May,山东省,87,0.0946,0,0,3681,1,4.0035,0.0011,93,0,0.1011,0,143,0,0.1555,0,4329,1,4.7083,0.0011,325,0,0.3535,0
